Accession	Title	TFOE	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date
GSM1426895	TFOE_1362_3050c	Rv3050	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426895/suppl		Tige Rustad	4-Jul-14
GSM1426896	TFOE_7826_3050c	Rv3050	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426896/suppl		Tige Rustad	4-Jul-14
GSM1426897	TFOE_8602_3050c	Rv3050	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426897/suppl		Tige Rustad	4-Jul-14
GSM1426898	TFOE_1720_3055	Rv3055	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426898/suppl		Tige Rustad	4-Jul-14
GSM1426899	TFOE_6777_3055	Rv3055	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426899/suppl		Tige Rustad	4-Jul-14
GSM1426900	TFOE_7735_3055	Rv3055	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426900/suppl		Tige Rustad	4-Jul-14
GSM1426901	TFOE_6030_3058c	Rv3058	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426901/suppl		Tige Rustad	4-Jul-14
GSM1426902	TFOE_6654_3058c	Rv3058	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426902/suppl		Tige Rustad	4-Jul-14
GSM1426903	TFOE_9515_3058c	Rv3058	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426903/suppl		Tige Rustad	4-Jul-14
GSM1426904	TFOE_2404_3060c	Rv3060	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426904/suppl		Tige Rustad	4-Jul-14
GSM1426905	TFOE_5383_3060c	Rv3060	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426905/suppl		Tige Rustad	4-Jul-14
GSM1426906	TFOE_7200_3060c	Rv3060	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426906/suppl		Tige Rustad	4-Jul-14
GSM1426907	TFOE_2629_3066	Rv3066	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426907/suppl		Tige Rustad	4-Jul-14
GSM1426908	TFOE_3326_3066_B	Rv3066	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426908/suppl		Tige Rustad	4-Jul-14
GSM1426909	TFOE_6169_3066	Rv3066	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426909/suppl		Tige Rustad	4-Jul-14
GSM1426910	TFOE_7687_3066	Rv3066	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426910/suppl		Tige Rustad	4-Jul-14
GSM1426911	TFOE_9956_3066_C_1	Rv3066	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426911/suppl		Tige Rustad	4-Jul-14
GSM1426912	TFOE_9956_3066_C_2	Rv3066	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426912/suppl		Tige Rustad	4-Jul-14
GSM1426913	TFOE_1615_3082c	Rv3082	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426913/suppl		Tige Rustad	4-Jul-14
GSM1426914	TFOE_2737_3082c	Rv3082	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426914/suppl		Tige Rustad	4-Jul-14
GSM1426915	TFOE_7973_3082c	Rv3082	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426915/suppl		Tige Rustad	4-Jul-14
GSM1426916	TFOE_1639_3095_A	Rv3095	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426916/suppl		Tige Rustad	4-Jul-14
GSM1426917	TFOE_6258_3095_B	Rv3095	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426917/suppl		Tige Rustad	4-Jul-14
GSM1426918	TFOE_7106_3095	Rv3095	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426918/suppl		Tige Rustad	4-Jul-14
GSM1426919	TFOE_7935_3095_C	Rv3095	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426919/suppl		Tige Rustad	4-Jul-14
GSM1426920	TFOE_8886_3095	Rv3095	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426920/suppl		Tige Rustad	4-Jul-14
GSM1426921	TFOE_1150_3124	Rv3124	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426921/suppl		Tige Rustad	4-Jul-14
GSM1426922	TFOE_4863_3124	Rv3124	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426922/suppl		Tige Rustad	4-Jul-14
GSM1426923	TFOE_9549_3124	Rv3124	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426923/suppl		Tige Rustad	4-Jul-14
GSM1426924	TFOE_4265_3133c_B	Rv3133	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426924/suppl		Tige Rustad	4-Jul-14
GSM1426925	TFOE_7016_3133c_C	Rv3133	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426925/suppl		Tige Rustad	4-Jul-14
GSM1426926	TFOE_9652_3133c_A	Rv3133	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426926/suppl		Tige Rustad	4-Jul-14
GSM1426927	TFOE_3509_3143	Rv3143	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426927/suppl		Tige Rustad	4-Jul-14
GSM1426928	TFOE_3883_3143	Rv3143	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426928/suppl		Tige Rustad	4-Jul-14
GSM1426929	TFOE_9466_3143	Rv3143	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426929/suppl		Tige Rustad	4-Jul-14
GSM1426930	TFOE_3603_3160c	Rv3160	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426930/suppl		Tige Rustad	4-Jul-14
GSM1426931	TFOE_5289_3160c	Rv3160	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426931/suppl		Tige Rustad	4-Jul-14
GSM1426932	TFOE_7537_3160c	Rv3160	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426932/suppl		Tige Rustad	4-Jul-14
GSM1426933	TFOE_2967_3164c	Rv3164	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426933/suppl		Tige Rustad	4-Jul-14
GSM1426934	TFOE_6726_3164c	Rv3164	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426934/suppl		Tige Rustad	4-Jul-14
GSM1426935	TFOE_7273_3164c	Rv3164	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426935/suppl		Tige Rustad	4-Jul-14
GSM1426936	TFOE_5913_3167c	Rv3167	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426936/suppl		Tige Rustad	4-Jul-14
GSM1426937	TFOE_7163_3167c	Rv3167	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426937/suppl		Tige Rustad	4-Jul-14
GSM1426938	TFOE_9265_3167c	Rv3167	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426938/suppl		Tige Rustad	4-Jul-14
GSM1426939	TFOE_4545_3173c	Rv3173	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426939/suppl		Tige Rustad	4-Jul-14
GSM1426940	TFOE_7389_3173c	Rv3173	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426940/suppl		Tige Rustad	4-Jul-14
GSM1426941	TFOE_8668_3173c	Rv3173	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426941/suppl		Tige Rustad	4-Jul-14
GSM1426942	TFOE_2214_3183	Rv3183	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426942/suppl		Tige Rustad	4-Jul-14
GSM1426943	TFOE_3028_3183	Rv3183	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426943/suppl		Tige Rustad	4-Jul-14
GSM1426944	TFOE_6841_3183	Rv3183	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426944/suppl		Tige Rustad	4-Jul-14
GSM1426945	TFOE_1563_3197A	Rv3197	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426945/suppl		Tige Rustad	4-Jul-14
GSM1426946	TFOE_5080_3197A	Rv3197	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426946/suppl		Tige Rustad	4-Jul-14
GSM1426947	TFOE_7201_3197A	Rv3197	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426947/suppl		Tige Rustad	4-Jul-14
GSM1426948	TFOE_4521_3208	Rv3208	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426948/suppl		Tige Rustad	4-Jul-14
GSM1426949	TFOE_6758_3208	Rv3208	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426949/suppl		Tige Rustad	4-Jul-14
GSM1426950	TFOE_6856_3208	Rv3208	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426950/suppl		Tige Rustad	4-Jul-14
GSM1426951	TFOE_4091_3219	Rv3219	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426951/suppl		Tige Rustad	4-Jul-14
GSM1426952	TFOE_4681_3219	Rv3219	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426952/suppl		Tige Rustad	4-Jul-14
GSM1426953	TFOE_8750_3219	Rv3219	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426953/suppl		Tige Rustad	4-Jul-14
GSM1426954	TFOE_2841_3223c	Rv3223	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426954/suppl		Tige Rustad	4-Jul-14
GSM1426955	TFOE_3116_3223c	Rv3223	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426955/suppl		Tige Rustad	4-Jul-14
GSM1426956	TFOE_9004_3223c	Rv3223	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426956/suppl		Tige Rustad	4-Jul-14
GSM1426957	TFOE_3369_3246c	Rv3246	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426957/suppl		Tige Rustad	4-Jul-14
GSM1426958	TFOE_5371_3246c	Rv3246	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426958/suppl		Tige Rustad	4-Jul-14
GSM1426959	TFOE_6905_3246c	Rv3246	RNA	Mycobacterium tuberculosis H37Rv	1	GPL14824	GSE59086	XYS	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM1426nnn/GSM1426959/suppl		Tige Rustad	4-Jul-14
