metabolite,Mann-Whitney U1,Mann-Whitney U2,rho,p-value,adj p-value,tf,represented metabolites,name,compartment,formula,id,bigg_id,MetaNetX id,KEGG id,SEED id,CHEBI id,KEGG pathways,KEGG modules
gly[e],2624.0,3400.0,0.4355909694555113,0.7029097084646624,0.8021440202479088,Rv0212c,set(),Glycine [extracellular],e,C2H5NO2,gly[e],gly_e,MNXM29,C00037,cpd00033,10792;14344;15428;24368;32507;32508;42964;5460;57305,"Primary bile acid biosynthesis;Purine metabolism;Glycine, serine and threonine metabolism;Lysine degradation;Phosphonate and phosphinate metabolism;Cyanoamino acid metabolism;D-Amino acid metabolism;Glutathione metabolism;Glyoxylate and dicarboxylate metabolism;One carbon pool by folate;Methane metabolism;Thiamine metabolism;Lipoic acid metabolism;Porphyrin metabolism;Aminoacyl-tRNA biosynthesis;Biosynthesis of plant secondary metabolites;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Biosynthesis of amino acids;Biosynthesis of cofactors;Vancomycin resistance;ABC transporters;Biofilm formation - Escherichia coli;Neuroactive ligand-receptor interaction;Neuroactive ligand signaling;Synaptic vesicle cycle;Protein digestion and absorption;Mineral absorption;Central carbon metabolism in cancer","Formaldehyde assimilation, serine pathway;Photorespiration;Glycine cleavage system;Heme biosynthesis, animals and fungi, glycine => heme;Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP;Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP;Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP;Thiamine biosynthesis, pyridoxal-5P => TMP/thiamine/TPP;Betaine metabolism, animals, betaine => glycine;Betaine degradation, bacteria, betaine => pyruvate"
h2[e],3341.0,2683.0,0.5546148738379814,0.3262788086719524,0.5628575801328871,Rv0212c,set(),Hydrogen [extracellular],e,H2,h2[e],h2_e,MNXM195,C00282,cpd11640,13350;18276;25363;29294;29298;29299;5785,Two-component system;Carbohydrate digestion and absorption;Protein digestion and absorption,
h2co3[e],2879.0,3145.0,0.47792164674634796,0.572492986075742,0.7211924629785321,Rv0212c,{'h2co3[c]'},Carbonic acid [extracellular],e,H2CO3,h2co3[e],h2co3_e,MNXM96530,,,,,
mal__L[e],3312.0,2712.0,0.549800796812749,0.34077227138788135,0.5699122469762843,Rv0212c,set(),L-Malate [extracellular],e,C4H4O5,mal__L[e],mal__L_e,MNXM98,C00149,cpd00130,11066;13140;15589;18784;18785;30797;423,"Citrate cycle (TCA cycle);Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Methane metabolism;Carbon fixation by Calvin cycle;Other carbon fixation pathways;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from histidine and purine;Biosynthesis of alkaloids derived from terpenoid and polyketide;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Two-component system;Taste transduction;Glucagon signaling pathway;Proximal tubule bicarbonate reclamation;Pathways in cancer;Renal cell carcinoma;Central carbon metabolism in cancer","Citrate cycle (TCA cycle, Krebs cycle);Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate;Glyoxylate cycle;CAM (Crassulacean acid metabolism), dark;CAM (Crassulacean acid metabolism), light;C4-dicarboxylic acid cycle, NAD - malic enzyme type;C4-dicarboxylic acid cycle, NADP - malic enzyme type;Reductive citrate cycle (Arnon-Buchanan cycle);Formaldehyde assimilation, serine pathway;Ethylmalonyl pathway;Dicarboxylate-hydroxybutyrate cycle;3-Hydroxypropionate bi-cycle;Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate;Methylaspartate cycle;Methylcitrate cycle"
pro__L[e],3332.0,2692.0,0.5531208499335989,0.3307513615213873,0.5628575801328871,Rv0212c,set(),L-Proline [extracellular],e,C5H9NO2,pro__L[e],pro__L_e,MNXM114,C00148;C16435,cpd00129;cpd15140,13154;17203;184637;21373;26271;32862;32864;32871;32872;42067;45040;45100;45159;58054;60039;6286,Arginine and proline metabolism;Carbapenem biosynthesis;Prodigiosin biosynthesis;Novobiocin biosynthesis;Staurosporine biosynthesis;D-Amino acid metabolism;Aminoacyl-tRNA biosynthesis;Metabolic pathways;Biosynthesis of secondary metabolites;Biosynthesis of amino acids;ABC transporters;Protein digestion and absorption;Mineral absorption;Central carbon metabolism in cancer;,"Proline biosynthesis, glutamate => proline;Fumitremorgin alkaloid biosynthesis, tryptophan + proline => fumitremorgin C/A;Prodigiosin biosynthesis, L-proline => prodigiosin;Undecylprodigiosin biosynthesis, L-proline => undecylprodigiosin;Proline degradation, proline => glutamate;Proline metabolism;"
pyr[e],2370.0,3654.0,0.3934262948207171,0.8118603449023284,0.8750050383947316,Rv0212c,set(),Pyruvate [extracellular],e,C3H3O3,pyr[e],pyr_e,MNXM23,C00022,cpd00020,14987;15361;26462;26466;32816;45253;8685,"Glycolysis / Gluconeogenesis;Citrate cycle (TCA cycle);Pentose phosphate pathway;Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Alanine, aspartate and glutamate metabolism;Glycine, serine and threonine metabolism;Monobactam biosynthesis;Cysteine and methionine metabolism;Valine, leucine and isoleucine biosynthesis;Arginine and proline metabolism;Tyrosine metabolism;Phenylalanine metabolism;Benzoate degradation;Taurine and hypotaurine metabolism;Phosphonate and phosphinate metabolism;D-Amino acid metabolism;Sulfoquinovose metabolism;Pyruvate metabolism;Dioxin degradation;Xylene degradation;Glyoxylate and dicarboxylate metabolism;Butanoate metabolism;C5-Branched dibasic acid metabolism;Methane metabolism;Carbon fixation by Calvin cycle;Other carbon fixation pathways;Thiamine metabolism;Nicotinate and nicotinamide metabolism;Pantothenate and CoA biosynthesis;Lipoic acid metabolism;Terpenoid backbone biosynthesis;Steroid degradation;Biosynthesis of various other secondary metabolites;Biosynthesis of various antibiotics;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from histidine and purine;Biosynthesis of alkaloids derived from terpenoid and polyketide;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;2-Oxocarboxylic acid metabolism;Degradation of aromatic compounds;Biosynthesis of amino acids;Biosynthesis of cofactors;Vancomycin resistance;Two-component system;Phosphotransferase system (PTS);HIF-1 signaling pathway;AMPK signaling pathway;Insulin secretion;Glucagon signaling pathway;Type II diabetes mellitus;Insulin resistance;Central carbon metabolism in cancer;Diabetic cardiomyopathy","Glycolysis (Embden-Meyerhof pathway), glucose => pyruvate;Glycolysis, core module involving three-carbon compounds;Entner-Doudoroff pathway, glucose-6P => glyceraldehyde-3P + pyruvate;Valine/isoleucine biosynthesis, pyruvate => valine / 2-oxobutanoate => isoleucine;Glucuronate degradation, glucuronate => pyruvate + glyceraldehyde-3P;C5 isoprenoid biosynthesis, non-mevalonate pathway;CAM (Crassulacean acid metabolism), light;C4-dicarboxylic acid cycle, NAD - malic enzyme type;C4-dicarboxylic acid cycle, NADP - malic enzyme type;Reductive citrate cycle (Arnon-Buchanan cycle);Pyruvate oxidation, pyruvate => acetyl-CoA;Semi-phosphorylative Entner-Doudoroff pathway, gluconate => glycerate-3P;Non-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate;Dicarboxylate-hydroxybutyrate cycle;3-Hydroxypropionate bi-cycle;Isoleucine biosynthesis, pyruvate => 2-oxobutanoate;Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA;Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate;Galacturonate degradation, bacteria, galacturonate => pyruvate + glyceraldehyde-3P;Semi-phosphorylative Entner-Doudoroff pathway, gluconate/galactonate => glycerate-3P;Betaine degradation, bacteria, betaine => pyruvate"
succ[e],1853.0,4171.0,0.30760292164674635,0.947601601615211,0.947601601615211,Rv0212c,set(),Succinate [extracellular],e,C4H4O4,succ[e],succ_e,MNXM25,C00042,cpd00036,132287;15125;15741;22941;22943;26803;26807;30031;30779;45639;90372;9304,"Citrate cycle (TCA cycle);Oxidative phosphorylation;Alanine, aspartate and glutamate metabolism;Lysine degradation;Tyrosine metabolism;Phenylalanine metabolism;Chlorocyclohexane and chlorobenzene degradation;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;Propanoate metabolism;Butanoate metabolism;Other carbon fixation pathways;Nicotinate and nicotinamide metabolism;Sulfur metabolism;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from histidine and purine;Biosynthesis of alkaloids derived from terpenoid and polyketide;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Degradation of aromatic compounds;Two-component system;cAMP signaling pathway;GABAergic synapse;Glucagon signaling pathway;Central carbon metabolism in cancer","Citrate cycle (TCA cycle, Krebs cycle);Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate;GABA (gamma-Aminobutyrate) shunt;Succinate dehydrogenase (ubiquinone);Succinate dehydrogenase, prokaryotes;Fumarate reductase, prokaryotes;Reductive citrate cycle (Arnon-Buchanan cycle);Dicarboxylate-hydroxybutyrate cycle;3-Hydroxypropionate bi-cycle;Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate;Lysine degradation, bacteria, L-lysine => succinate;Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA;Lysine degradation, bacteria, L-lysine => D-lysine => succinate;Methylcitrate cycle"
ac[e],3520.0,2504.0,0.5843293492695883,0.24285913803579212,0.5353940088516327,Rv0212c,set(),Acetate [extracellular],e,C2H3O2,ac[e],ac_e,MNXM26,C00033,cpd00029,13704;15366;22165;22169;2387;30089;40480;40486,Glycolysis / Gluconeogenesis;Taurine and hypotaurine metabolism;Phosphonate and phosphinate metabolism;Glycosaminoglycan biosynthesis - heparan sulfate / heparin;Pyruvate metabolism;Glyoxylate and dicarboxylate metabolism;C5-Branched dibasic acid metabolism;Methane metabolism;Other carbon fixation pathways;Zeatin biosynthesis;Sulfur metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;Degradation of aromatic compounds;Cholinergic synapse;Alcoholic liver disease;Carbohydrate digestion and absorption;Protein digestion and absorption,"Methanogenesis, acetate => methane;Phosphate acetyltransferase-acetate kinase pathway, acetyl-CoA => acetate"
for[e],3007.0,3017.0,0.4991699867197875,0.503002469398159,0.6683731442687866,Rv0212c,set(),Formate [extracellular],e,CH1O2,for[e],for_e,MNXM39,C00058,cpd00047;cpd22511,14276;15740;24081;24082;30751;42460;5145,Phosphonate and phosphinate metabolism;Pyruvate metabolism;Chloroalkane and chloroalkene degradation;Glyoxylate and dicarboxylate metabolism;Methane metabolism;Other carbon fixation pathways;Nitrogen metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Carbon metabolism;Degradation of aromatic compounds,Reductive acetyl-CoA pathway (Wood-Ljungdahl pathway)
akg[e],3074.0,2950.0,0.5102921646746348,0.4664644974453659,0.6424874899912314,Rv0212c,set(),2-Oxoglutarate [extracellular],e,C5H4O5,akg[e],akg_e,MNXM20,C00026,cpd00024,11638;1253;16810;19748;19749;30915;30916;40661,"Citrate cycle (TCA cycle);Pentose and glucuronate interconversions;Ascorbate and aldarate metabolism;Arginine biosynthesis;Alanine, aspartate and glutamate metabolism;Lysine biosynthesis;Lysine degradation;Histidine metabolism;Furfural degradation;Taurine and hypotaurine metabolism;D-Amino acid metabolism;Glyoxylate and dicarboxylate metabolism;Butanoate metabolism;C5-Branched dibasic acid metabolism;Other carbon fixation pathways;Lipoic acid metabolism;Biosynthesis of various other secondary metabolites;Biosynthesis of various antibiotics;Biosynthesis of plant secondary metabolites;Biosynthesis of phenylpropanoids;Biosynthesis of terpenoids and steroids;Biosynthesis of alkaloids derived from shikimate pathway;Biosynthesis of alkaloids derived from ornithine, lysine and nicotinic acid;Biosynthesis of alkaloids derived from histidine and purine;Biosynthesis of alkaloids derived from terpenoid and polyketide;Biosynthesis of plant hormones;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Carbon metabolism;2-Oxocarboxylic acid metabolism;Biosynthesis of amino acids;Biosynthesis of cofactors;HIF-1 signaling pathway;GABAergic synapse;Glucagon signaling pathway;Proximal tubule bicarbonate reclamation;Bile secretion;Central carbon metabolism in cancer","Citrate cycle (TCA cycle, Krebs cycle);Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate;Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate;Lysine biosynthesis, AAA pathway, 2-oxoglutarate => 2-aminoadipate => lysine;Reductive citrate cycle (Arnon-Buchanan cycle);Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate;Photorespiration;2-Oxocarboxylic acid chain extension, 2-oxoglutarate => 2-oxoadipate => 2-oxopimelate => 2-oxosuberate;Incomplete reductive citrate cycle, acetyl-CoA => oxoglutarate;Methylaspartate cycle;Hydroxyproline degradation, trans-4-hydroxy-L-proline => 2-oxoglutarate;Lysine degradation, bacteria, L-lysine => succinate;Lysine degradation, bacteria, L-lysine => glutarate => succinate/acetyl-CoA;Lysine degradation, bacteria, L-lysine => D-lysine => succinate"
4hba[e],3558.0,2466.0,0.5906374501992032,0.22668497898370402,0.5189303992554382,Rv0212c,"{'gcald[c]', '4hba[c]', 'glyclt[c]', 'glyclt[e]'}",4-Hydroxy-benzyl alcohol [extracellular],e,C7H8O2,4hba[e],4hba_e,MNXM107505,C17467,cpd15378;cpd17595,67410,,
acald[e],3107.0,2917.0,0.5157702523240372,0.44854883278835367,0.6424874899912314,Rv0212c,set(),Acetaldehyde [extracellular],e,C2H4O,acald[e],acald_e,MNXM75,C00084,cpd00071,13703;15343;22158;2383;40533,Glycolysis / Gluconeogenesis;Phenylalanine metabolism;Benzoate degradation;Taurine and hypotaurine metabolism;Phosphonate and phosphinate metabolism;D-Amino acid metabolism;Glycerophospholipid metabolism;Pyruvate metabolism;Dioxin degradation;Xylene degradation;Chloroalkane and chloroalkene degradation;Sulfur metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Degradation of aromatic compounds;Alcoholic liver disease;Chemical carcinogenesis - reactive oxygen species,"Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA;Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA;Dimethylsulfoniopropionate (DMSP) degradation, demethylation pathway, DMSP => methanethiol"
etoh[e],1898.0,4126.0,0.3150730411686587,0.940177913151972,0.947601601615211,Rv0212c,set(),Ethanol [extracellular],e,C2H6O,etoh[e],etoh_e,MNXM303,C00469,cpd00363,14222;16236;23978;30878;30880;42377;44594;4879;52092,Glycolysis / Gluconeogenesis;Pyruvate metabolism;Metabolic pathways;Biosynthesis of secondary metabolites;Microbial metabolism in diverse environments;Inflammatory mediator regulation of TRP channels;Alcoholic liver disease;Alcoholism;Chemical carcinogenesis - reactive oxygen species,
arach[c],3235.0,2789.0,0.5370185922974767,0.3803058992286372,0.6252486817826748,Rv0212c,"{'2agpe160[c]', 'hpmtria[c]', 'cdpdhdecg[c]', 'dca[c]', 'tamlgnc[c]', 'ttc[c]', 'pat[c]', 'hexc[c]', 'm1ocdca[c]', 'tamhexc[c]', 'phthiocerol[c]', 'pdima[e]', 'etha[e]', 'tmlgnc[c]', 'pa160[c]', 'dmarach[c]', 'pgp160[c]', 'mbhn[c]', 'pg160[c]', 'homtta[c]', 'pmhexc[c]', 'hmocta[c]', 'dmbhn[c]', 'phthdl[c]', 'no2[c]', 'g3pe[c]', 'tat[c]', '12dgr160[c]', 'pmocta[c]', 'omdtria[c]', 'hdcea[c]', 'etha[c]', 'no2[e]', 'hpmdtria[c]', 'ocdcea[c]', 'ps160[c]', 'ttdca[c]', 'ptd1ino160[c]', 'dmlgnc[c]', 'ocdca[c]', 'pdima[c]', 'octa[c]', 'prephth[c]', 'ddca[c]', 'triat[c]', 'tmhexc[c]', 'tamocta[c]', 'ocdcea[e]', 'hdca[c]', 'omtta[c]', 'hmtria[c]', '1hdecg3p[c]', 'tmbhn[c]', 'marach[c]', 'pe160[c]'}",Arachidic acid [cytoplasm],c,C20H39O2,arach[c],arach_c,MNXM2976,C06425,cpd03848,24763;2798;28822;32360,Biosynthesis of unsaturated fatty acids,
ptd1ino160190[c],3667.0,2357.0,0.6087317397078353,0.1836547052913169,0.4814731463042632,Rv0212c,"{'PIM3[c]', 'Ac1PIM4[c]', 'pg160190[c]', 'PIM6[c]', 'pgp160190[c]', 'Ac1PIM2[c]', 'PIM2[c]', 'Ac2PIM2[c]', 'cdpc16c19g[c]', 'PIM5[c]', 'LAM[c]', 'Ac1PIM3[c]', 'LM[c]', 'PIM4[c]', 'Ac1PIM1[c]', 'clpn160190[c]', 'pa160190[c]', 'PIM1[c]'}","Phosphatidyl 1D myo inositol (C16:0, C19:0) [cytoplasm]",c,C44H84O13P,ptd1ino160190[c],ptd1ino160190_c,MNXM7647,,cpd16030,,,
acac[c],4322.5,1701.5,0.7175464807436919,0.03294604122712259,0.26631383325257424,Rv0212c,{'bhb[c]'},Acetoacetate [cytoplasm],c,C4H5O3,acac[c],acac_c,MNXM154,C00164,cpd00142,131367;13705;15344;22172;2391;40507,"Valine, leucine and isoleucine degradation;Lysine degradation;Tyrosine metabolism;Styrene degradation;Butanoate metabolism;Metabolic pathways;Microbial metabolism in diverse environments;Two-component system","Leucine degradation, leucine => acetoacetate + acetyl-CoA;Tyrosine degradation, tyrosine => homogentisate;Ketone body biosynthesis, acetyl-CoA => acetoacetate/3-hydroxybutyrate/acetone"
mycolate[c],3362.0,2662.0,0.5581009296148738,0.31593563946783365,0.5628575801328871,Rv0212c,"{'mmycolate[c]', 'tdm1[c]', 'mkmycolate[c]', 'tmha6[c]', 'kmycolate[c]', 'tmha3[c]', 'mmmycolate[c]', 'tmha2[c]', 'tdm2[c]', 'tmha1[c]', 'tmha4[c]', 'tmha5[c]', 'tdm3[c]', 'tdm4[c]'}",Mycolate  (2 cyclopropanated rings) [cytoplasm],c,C78H150O3,mycolate[c],mycolate_c,MNXM62714,,cpd16001,25436;25437;25438,,
ahdt[c],3591.0,2433.0,0.5961155378486056,0.21312107854671022,0.5168186154757722,Rv0212c,"{'odecoa[c]', 'oxalcoa[c]', 'xtsn[c]', 'adpglc[c]', 'pram[c]', 'sbzcoa[c]', 'd2hdodcoa[c]', 'gtp[c]', 'ichor[c]', 'f420_1[c]', 'gsn[c]', 'occoa[c]', 'indpyr[c]', 'phe__L[c]', '34hpp[c]', '5aprbu[c]', 'thmmp[c]', 'dad_5[c]', '2dr1p[c]', 'id3acald[e]', 'succoa[c]', 'gdpmann[c]', '2mb2coa[c]', '3psme[c]', 'datp[c]', 'xmp[c]', 'aps[c]', 'ppgpp[c]', 'histd[c]', '25dhpp[c]', 'cpmp[c]', 'phpyr[c]', 'dhpmp[c]', 'dodcoa[c]', 'dann[c]', '6hmhpt[c]', 'indole[c]', 'dgdp[c]', 'salc[c]', '3hmbcoa[c]', 'ade[c]', 'aacoa[c]', 'gdp[c]', 'gluhercyso[c]', 'ibcoa[c]', 'ins[c]', '5prdmbz[c]', 'fpram[c]', '2shchc[c]', '2mp2coa[c]', 'dhnpt[c]', 'gua[c]', 'fmnh2[c]', 'skm5p[c]', 'prpp[c]', 'gdpfuc[c]', 'damp[c]', '25drapp[c]', '4abz[c]', 'dcamp[c]', 'mmcoa__S[c]', 'chor[c]', 'hphthiocnylcoa[c]', '3ig3p[c]', '2sephchc[c]', 'paps[c]', 'peamn[c]', 'gdptp[c]', '2dda7p[c]', 'amp[c]', 'f420_2[c]', 'aicar[c]', '25aics[c]', 'f420_2h2[c]', 'thfglu[c]', 'skm[e]', 'e4p[c]', 'nadh[c]', 'cytd[e]', '10fthf[c]', 'dadp[c]', 'rib__D[c]', '4ahmmp[c]', '2maacoa[c]', 'dmbzid[c]', '2ahhmd[c]', 'pphn[c]', '4r5au[c]', 'anth[c]', 'coa[c]', 'ribflv[c]', 'nadph[c]', 'amet[c]', 'ddhrb[c]', 'prbamp[c]', 'malcoa[c]', 'hercyso[c]', 'uri[c]', 'mlthf[c]', '3hibutcoa[c]', 'lppg[c]', 'nicrnt[c]', 'methf[c]', 'fprica[c]', 'pmtricoa[c]', 'his__L[e]', 'butcoa[c]', 'prbatp[c]', '8oxdgtp[c]', 'atp[c]', '4mhetz[c]', '8oxgtp[c]', 'prfp[c]', 'thm[c]', '8oxdgmp[c]', 'din[c]', 'duri[c]', 'pmtcoa[c]', 'dtbt[c]', 'pacald[c]', '2dr5p[c]', 'imacp[c]', 'dgtp[c]', '2cpr5p[c]', 'c5tetdcoa[c]', 'tyr__L[e]', 'fgam[c]', 'dgmp[c]', '5mthf[c]', 'trp__L[c]', 'forcoa[c]', '35cgmp[c]', 'decoa[c]', '5fthf[c]', 'ametam[c]', 's7p[c]', 'pac[c]', 'thymd[c]', 'chexccoa[c]', 'dad_2[c]', '3dhq[c]', 'ppcoa[c]', 'cytd[c]', 'phdcacoa[c]', 'eig3p[c]', 'dpcoa[c]', 'nmn[c]', '2mbcoa[c]', 'fadh2[c]', 'f420_0[c]', 'coa[e]', '4mpetz[c]', 'rdmbzi[c]', 't2dodcoa[c]', 'thmpp[c]', 'hdcoa[c]', 'phe__L[e]', 'dhf[c]', '2ahhmp[c]', 'his__L[c]', 'prlp[c]', 'imp[c]', 'drib[c]', 'pran[c]', 'r1p[c]', '4abz[e]', 'thf[c]', 'dhpt[c]', 'air[c]', '4hbz[c]', '3dhsk[c]', 'dcyt[c]', 'r5p[c]', '6hmhptpp[c]', 'gmp[c]', 'dmlz[c]', 'mptamp[c]', 'hercyn[c]', 'pap[c]', 'stcoa[c]', '2mahmp[c]', 'tdcoa[c]', 'c3dodcoa[c]', 'btamp[c]', '4adcho[c]', 'dnad[c]', 'xan[c]', 'skm[c]', 'tyr__L[c]', 'fad[c]', 'hexccoa[c]', 'prephthcoa[c]', 'fmn[c]', 'gar[c]', 'id3acald[c]', 'camp[c]', 'nad[c]', 'hisp[c]', 'dgsn[c]', 'adn[c]', 'nadp[c]', 'adp[c]', 'accoa[c]', '4ampm[c]', 'arachcoa[c]', 'gdpddman[c]', 'mpt[c]', 'hexcoa[c]', 'ahcys[c]', 'hxan[c]', 'trp__L[e]', '5aizc[c]', 'mocogdp[c]', 'sucbz[c]', '5apru[c]'}","2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl)dihydropteridine triphosphate [cytoplasm]",c,C9H12N5O13P3,ahdt[c],ahdt_c,MNXM397,C04895,cpd02978,1002;11509;12201;18372;19455;20684;28069;58462,Folate biosynthesis;Metabolic pathways;Biosynthesis of cofactors,"Tetrahydrofolate biosynthesis, GTP => THF;Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF;Tetrahydrobiopterin biosynthesis, GTP => BH4;L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4;PreQ1 biosynthesis, GTP => 7-Aminomethyl-7-deazaguanine"
